,comments,labels
1603,کولر,پیشنهاد می‌کنم
1604,خوبه,پیشنهاد می‌کنم
1605,خود به خود بعد نیم ساعت خاموش میشه,مطمئن نیستم
1606,تا حالا که باحال بوده و قوی,پیشنهاد می‌کنم
1607,سیم پنکه پاره بود، مرجوع کردم.,پیشنهاد نمی‌کنم
1608,خرابی محصول,پیشنهاد نمی‌کنم
1609,نسبت به قیمت کیفیت خوبی داره,پیشنهاد می‌کنم
1610,خیلی خوبه,پیشنهاد می‌کنم
1611,پنکه رومیزی,پیشنهاد می‌کنم
1612,عالی,پیشنهاد می‌کنم
1613,یک هفتس خریدم جنس بدنه خوب برای فضای یک اتاق کافی فقط سرعت از زیاد به کم شروع میشه که عجیب,پیشنهاد می‌کنم
1614,عالی,پیشنهاد می‌کنم
1615,خوب,پیشنهاد می‌کنم
1616,باعث شد جون سالم به در ببریم از گرمای تابستون پارسال.,پیشنهاد می‌کنم
1617,رضایت دارم,پیشنهاد می‌کنم
1618,عالی,پیشنهاد می‌کنم
1619,پنکه,پیشنهاد می‌کنم
1620,قدرت پرتاب بادش خوبه، صدا نداره ولی اینکه کلیدش برعکسه اذیت میکنه,پیشنهاد می‌کنم
1621,بعد از مدتی ک روشن میشه خودبخود خاموش میشه و مرجوع کردم ولی دوباره برگشت خورد و راضی نیستم,مطمئن نیستم
1622,خیلی خوب بود,پیشنهاد می‌کنم
1623,برای کار راه اندازی خوبه,پیشنهاد می‌کنم
1624,خوب نبود,پیشنهاد نمی‌کنم
1625,خوب و کاری,پیشنهاد می‌کنم
1626,عالی و بدون صدا کم مصرفه,پیشنهاد می‌کنم
1627,عالی بود از شب تا صبح روشنه با صدا کم و کیفیت بالا,پیشنهاد می‌کنم
1628,خرابه ک,پیشنهاد نمی‌کنم
1629,خیلی عالیه,پیشنهاد می‌کنم
1630,در کل یک چیز خوبیه نسبت به قیمتی که داره,پیشنهاد می‌کنم
1631,as good as pay,پیشنهاد می‌کنم
1632,خوب بود,پیشنهاد می‌کنم
1633,متاسفانه پنکه ای که به دستم رسید، اتصالی داره و بعد از نیم ساعت کار کردن، از کار میوفته و باید بزاری چند ساعت یا یک روز بگذره، که دوباره بتونی روشنش کنی، اونم دوباره موقتا کار میکنه. دیجی کالا هم که اصلا مسئولیت شو نمیپذیره، بعد از چندین بار مرجوع کردن، هر بار باهام تماس گرفتن، گفتن مشکلی نداره و محصول دوباره واسم فرستادن. پس لطفا اگر این کامنت رو میخونی حواست باشه، ممکنه پنکه ای که به دستت میرسه مشکل اتصالی داشته باشه و از دیجی کالا هم نباید توقع داشته باشی با مرجوع کردن، ...,پیشنهاد نمی‌کنم
1634,خیلی خوب,پیشنهاد می‌کنم
1635,یه موتور فن توالت ضعیف داخلش داره که با یه پروانه ساده یه باد ملویی میزنه، بیشتر بدرد خنک کردن نوزاد میخوره. و البته همونطور که دوستان گفتن درجه بادش هم برعکسه ! هرچی درجه رو بالاتر ببرید بادش کمتر میشه. البته درجه ش یه ولوم سلکتور باحال و نرمی داره که کار باهاش لذتبخشه. با توجه به جسه و سرعت فن، صدای زیادی هم داشت. و درنهایت اینکه یک ربع کار کرد و به ملکوت اعلی پیوست ... ! روحش شاد، مرجوعش گرامی.,پیشنهاد نمی‌کنم
1636,نسبت به قيمتش خوب هستش,پیشنهاد می‌کنم
1637,کارش عالیه,پیشنهاد می‌کنم
1638,کوچولوی پرقدرت,پیشنهاد می‌کنم
1639,پنکه قوی,پیشنهاد می‌کنم
1640,جمع وجور,پیشنهاد می‌کنم
1641,خوبه ولی گرون شده از قبل,پیشنهاد می‌کنم
1642,خیلی خوب وشیک وپر قدرته عالییییی,پیشنهاد می‌کنم
1643,کادوی مناسب,پیشنهاد می‌کنم
1644,شکستگی داشت,پیشنهاد می‌کنم
1645,کارتون راه میوفته,پیشنهاد می‌کنم
1646,خوبه,پیشنهاد می‌کنم
1647,تردید در مرجوع کردن,پیشنهاد می‌کنم
1648,عالی,پیشنهاد می‌کنم
1649,برا رو میز خوبه قدرت زیادی نداره,پیشنهاد می‌کنم
1650,پیشنهاد میدم بخرید مناسب روی میز کار هست,پیشنهاد می‌کنم
1651,عالیه,پیشنهاد می‌کنم
1652,عالی,پیشنهاد می‌کنم
1653,÷,پیشنهاد می‌کنم
1654,عالیه,پیشنهاد می‌کنم
1655,برای اتاق کاملا جواب میده. کم صداست با پرتاب باد خوب,پیشنهاد می‌کنم
1656,۲ روزه استفاده میکنم،عالیه,پیشنهاد می‌کنم
1657,مطلوب و ایده ال,پیشنهاد می‌کنم
1658,پنکه رومیزی دمنده مدل Haleh,پیشنهاد می‌کنم
1659,خرابی,پیشنهاد نمی‌کنم
1660,تازه خریدم و فعلا خیلی ازش راضیم. بی صدا و پر قدرته,پیشنهاد می‌کنم
1661,خوب,پیشنهاد می‌کنم
1662,پنکه,مطمئن نیستم
1663,واقعا کاربردی و با پرتاب باد عالی کوچولوعه ولی به کار میاد,پیشنهاد می‌کنم
1664,راضی کننده,پیشنهاد می‌کنم
1665,بی صدا است وهوا دهی خوبی دارد.,پیشنهاد می‌کنم
1666,عالی,پیشنهاد می‌کنم
1667,باکیفیته و مناسب برای کنار تخت و روی میز و اوپن آشپزخونه ، کلا برای مصرف روزمره خوبه برق کمی مصرف میکنه و صدای کمی داره ولی قدرت بالا,پیشنهاد می‌کنم
1668,پنکه رومیزی,پیشنهاد می‌کنم
1669,پنکه رومیزی هاله,پیشنهاد می‌کنم
1670,ضعیف‌تر از انتظار,مطمئن نیستم
1671,عالی,پیشنهاد می‌کنم
1672,نظر مثبت,پیشنهاد می‌کنم
1673,پنکه ی خوبی بود سبک و جا دار,پیشنهاد می‌کنم
1674,خیلی خوبه,پیشنهاد می‌کنم
1675,واقعا پر قدرت و دلچسب این پنکه,پیشنهاد می‌کنم
1676,عالی و بیصدا,پیشنهاد می‌کنم
1677,پنکه رومیزی,پیشنهاد می‌کنم
1678,پیشنهاد خرید میدهم,پیشنهاد می‌کنم
1679,پنکه رومیزی,پیشنهاد می‌کنم
1680,عالیییییییی,پیشنهاد می‌کنم
1681,کارایی و استفاده از فن,پیشنهاد می‌کنم
1682,عالق,پیشنهاد می‌کنم
1683,پنکه معیوب است,پیشنهاد نمی‌کنم
1684,کوچک و کاربردی,پیشنهاد می‌کنم
1685,عالی و با کیفیت,پیشنهاد می‌کنم
1686,من ازش زاضی استم,پیشنهاد می‌کنم
1687,محصول خیلی خوبیه در عین کوچکی خیلی کاربردیه و فن خوبی داره,پیشنهاد می‌کنم
1688,کارش درسته,پیشنهاد می‌کنم
1689,بعد چهار سال استفاده ده,پیشنهاد می‌کنم
1690,نسبت به قیمتش خیلی می ارزه و برای اتاق خواب واقعا جواب میده. ان شاالله که طول عمرش هم خوب باشه,پیشنهاد می‌کنم
1691,به قیمتش می ارزه. قدرت باد خوبی داره,پیشنهاد می‌کنم
1692,تجربه خرید عالی,پیشنهاد می‌کنم
1693,پنکه دمنده,پیشنهاد نمی‌کنم
1694,عالی,پیشنهاد می‌کنم
1695,واقعا خوبه,پیشنهاد می‌کنم
1696,توصیه میکنم,پیشنهاد می‌کنم
1697,عالیی,پیشنهاد می‌کنم
1698,رومیزی دمنده مدل Haleh,مطمئن نیستم
1699,به نسبت قیمتش خوبه واقعا,پیشنهاد می‌کنم
1700,خیلی با حاله کوچیک وپر قدرته,پیشنهاد می‌کنم
1701,نسبت به قیمتش خوبه,پیشنهاد می‌کنم
1702,من تازه خریدم و امروز توی محل کارم استفاده کردم خیلی خوب بود خیلی صدا نداشت راضی هستم,پیشنهاد می‌کنم
1703,خوب بود خوشم اومد. جنس بدنش هم خوبه. قیمتش هم خیلی خوبه,پیشنهاد می‌کنم
1704,عالیه پیشنهاد میکنم بخرید .طراحی ساده ای داره وو کم جا با قدرت خوب,پیشنهاد می‌کنم
1705,خوب,پیشنهاد می‌کنم
1706,هیچکس باورش نمیشه این فسقلی همچین قدرتی داشته باشه. یه سالن 18 متری رو راحت خنک میکنه. توی خریدش شک نکنید,پیشنهاد می‌کنم
1707,خرید مناسب و مقرون به صرفه,پیشنهاد می‌کنم
1708,عالی,پیشنهاد می‌کنم
1709,ازارسال کالا راضی هستم,پیشنهاد می‌کنم
1710,فن,پیشنهاد می‌کنم
1711,تابستون برای روی میز اداره فوق العادست,پیشنهاد می‌کنم
1712,وقتی دستم رسید شکسته بود نتونستم مرجوع کنم,پیشنهاد نمی‌کنم
1713,خیلی خوبه,حداقل و حداکثر قدرتش
1714,عالیه,پیشنهاد می‌کنم
1715,کم صدا و مناسب برای فضای اتاق,پیشنهاد می‌کنم
1716,اندازه بزرگتر از یک نفره,پیشنهاد می‌کنم
1717,خوبه,پیشنهاد می‌کنم
1718,فوق العاده,پیشنهاد می‌کنم
1719,برای محوطه کوچیک خیلی خوبه,پیشنهاد می‌کنم
1720,پنكه دمنده,پیشنهاد می‌کنم
1721,پنکه,پیشنهاد می‌کنم
1722,اتاق کار همسرم سر کار خیییلی تهویه ش بده و هوا گرمه،واسه روی میزش گرفتم،ک واقعا راضیه,پیشنهاد نمی‌کنم
1723,پنکه دمنده,پیشنهاد می‌کنم
1724,مورد تایید است,پیشنهاد می‌کنم
1725,عالیژ,پیشنهاد می‌کنم
1726,دیروز به دستم رسیده و از نظر جنس و ابعاد خوبه، شماره های سرعت حرکت پره ها برعکسه که فکر نمی‌کنم مهم باشه، کم صدا و باد خوبی داره,پیشنهاد می‌کنم
1727,عالی فضای کم پرتاب باد خوب,پیشنهاد می‌کنم
1728,سرعت باد چند مرحله ای وخوب,پیشنهاد می‌کنم
1729,راضیم,پیشنهاد می‌کنم
1730,مناسب محل کار,پیشنهاد می‌کنم
1731,کار راه انداز و برای استفاده تک نفره خوب است,پیشنهاد می‌کنم
1732,پنکه رومیزی دمنده,پیشنهاد می‌کنم
1733,!دمنده,پیشنهاد می‌کنم
1734,پنکه خوبیه با قیمت مناسب,پیشنهاد می‌کنم
1735,خوب,پیشنهاد می‌کنم
1736,معمولی از هر نظر و کار راه انداز همین,پیشنهاد می‌کنم
1737,برای محل کار مناسب هست,پیشنهاد می‌کنم
1738,خرید این محصول رو توصیه میکنم,پیشنهاد می‌کنم
1739,عالی,پیشنهاد می‌کنم
1740,قدرت خوبی داره خیلی ام به کارمون اومد,پیشنهاد می‌کنم
1741,اوکیه خوبه بخرین تو این گرما به درد میخوره,پیشنهاد می‌کنم
1742,خوبه نسبت به بقیه محصولات خیلی بهتره,پیشنهاد می‌کنم
1743,بد نیست,پیشنهاد نمی‌کنم
1744,خوبه راضیم,پیشنهاد می‌کنم
1745,کیفیت,پیشنهاد می‌کنم
1746,بد نیست,مطمئن نیستم
1747,بسیار کاربردی,پیشنهاد می‌کنم
1748,خوب بود,پیشنهاد می‌کنم
1749,کیفیت پایین,پیشنهاد نمی‌کنم
1750,سلام، بسیار عالی و کاربردی هست، من برلی محل کارم گرفتم، هم خوب خنک میکنه و دوی میزم گذاشتم و فضای کمی می خواد، من واقعا از خرید این محصول راضی ام😊,پیشنهاد می‌کنم
1751,عالی برا محیط کار حرف نداره,پیشنهاد می‌کنم
1752,پنکه رومیزی,پیشنهاد می‌کنم
1753,ببینید بستگی داره چی میخواید برای ی اتاق متوسط مناسبه برای روی میز مطالعه یا کار مناسبه من برای همین موارد میخواستم که اوکی بود‌ برای من یدونه ویدیوام گذاشتم که قدرت بادش در سه درجه کامل رو لباسم مشخصه,پیشنهاد می‌کنم
1754,پنکه خوبیه ،من راضیم,پیشنهاد می‌کنم
1755,عالیه از هر نظر,پیشنهاد می‌کنم
1756,کار راه انداز,پیشنهاد می‌کنم
1757,خوبه,پیشنهاد می‌کنم
1758,خراب,پیشنهاد نمی‌کنم
1759,باد دهی فراتر از انتظار,پیشنهاد می‌کنم
1760,بسیار عالی,مصرف برق بسیار کم
1761,خوب بود,پیشنهاد می‌کنم
1762,روی دور کند و متوسط اصلا صدا نداره. ولی دور تندش یه مقدار صدا میده. شدت بادش هم خیلی زیاد نیست. برای دور کند و متوسط به نظرم اوکیه ولی برای دور تند من توقعم بیشتر از این بود,پیشنهاد می‌کنم
1763,پنکه رومیزی,پیشنهاد می‌کنم
1764,در خریدش شک نکنید.,پیشنهاد می‌کنم
1765,بسیار عالی پدر قدرت,پیشنهاد می‌کنم
1766,پنکه,پیشنهاد می‌کنم
1767,درجش برعکس عمل میکنه. یعنی ۱ تند میشه ۲ کند‌میشه سه خیلی کند,مطمئن نیستم
1768,بادش خیلی خنک بود,پیشنهاد می‌کنم
1769,خیلی جالب بود,پیشنهاد می‌کنم
1770,خوبه با این که کوچیکه ولی باد خوبی میزنه,پیشنهاد می‌کنم
1771,نسبت به اندازه عالیه. حدود دو متر پرتاب باد داره .با درجه کم,پیشنهاد می‌کنم
1772,کوچکتربن مدله,پیشنهاد می‌کنم
1773,عااااااالی بسیار پر قدرت و کم صدا اول سایز25 گرفته بودم مرجوع کردم این سایزو گرفتم که خیلی صداش کمتره. عالیه,پیشنهاد می‌کنم
1774,دمنده,پیشنهاد می‌کنم
1775,عااالیه,پیشنهاد می‌کنم
1776,خرید این محصول رو پیشنهاد میکنم فقط دو ایراد داره دکمه عکس کار میکنه وکاش چرخش داشت,پیشنهاد می‌کنم
1777,پنکه رو میزی,پیشنهاد می‌کنم
1778,خوب بود,پیشنهاد می‌کنم
1779,در شگفت انگیز ارزش داره,پیشنهاد می‌کنم
1780,عالی,پیشنهاد می‌کنم
1781,پنکه کوچولو وخوبیه,پیشنهاد می‌کنم
1782,بد نیست,پیشنهاد می‌کنم
1783,راضی,پیشنهاد می‌کنم
1784,برای محیط کوچک خوبه,مطمئن نیستم
1785,خوب,پیشنهاد می‌کنم
1786,پنکه قابل حمل و عالی,پیشنهاد می‌کنم
1787,برای یک اتاق عالیه,پیشنهاد می‌کنم
1788,توصیه می‌شود,پیشنهاد می‌کنم
1789,هنوز تازه به دستم رسیده باید ازش چند وقت استفاده کنم بعد دوبار میام نظر میدم,مطمئن نیستم
1790,کوچیک,مطمئن نیستم
1791,ممنون,پیشنهاد می‌کنم
1792,من چند ساله دارم. عالیه هنوز که کار میکنه,پیشنهاد می‌کنم
1793,خوبه برای اتاق خواب,پیشنهاد می‌کنم
1794,اصلا خوب نیست اولین چیزی هست ک از دیجی کالا گرفتم و راضی نبودم,پیشنهاد نمی‌کنم
1795,خیلی خوب و کار راه بندازه تقریبا کم صداس البته رو دور آروم,پیشنهاد می‌کنم
1796,حتما بخرید,پیشنهاد می‌کنم
1797,پنکه رومیزی هاله,مطمئن نیستم
1798,خوب,پیشنهاد می‌کنم
1799,پنکه رومیزی,پیشنهاد می‌کنم
1800,پنکه رومیزی,پیشنهاد می‌کنم
1801,خیلی خوب و عالیه. من از باد کولر متنفرم و خوبیش این که هرجا بخوای میبریش شیک .مطمعن زیبا سالم هم بود تشکر,پیشنهاد می‌کنم
1802,خریدار از تهران,پیشنهاد می‌کنم
1803,پنکه رو میزی,پیشنهاد می‌کنم
1804,یک محصول مقرون به صرفه خوب ایرانی.,پیشنهاد می‌کنم
1805,خوبه راضیم,پیشنهاد می‌کنم
1806,قدرت نه چندان مناسب,مطمئن نیستم
1807,ارزش خرید داره,پیشنهاد می‌کنم
1808,پنکه,پیشنهاد می‌کنم
1809,مگه گزینه دیگه ای هست؟,مطمئن نیستم
1810,عالی و بی نظیره واقعا محیط رو فرش مگهدمی داره,پیشنهاد می‌کنم
1811,کیفیت خوب باد خنک,پیشنهاد می‌کنم
1812,فقط حالت یک سرعتش خوبه، دو و سه خیلی آروم بادمیزنه,پیشنهاد می‌کنم
1813,باتشکر از دیجی کالا,پیشنهاد می‌کنم
1814,خوبه صدای کم کیفیت خوب کابل برق اندازه,پیشنهاد می‌کنم
1815,ماشالله دمنده,پیشنهاد می‌کنم
1816,نسبت به قیمت خوب,پیشنهاد می‌کنم
1817,مناسب برای محیط اداری,پیشنهاد می‌کنم
1818,خرابه,پیشنهاد نمی‌کنم
1819,کم صدا و به درد بخور,پیشنهاد می‌کنم
1820,پیشنهاد میدم که حتما ازاین پنکه خرید کنید,پیشنهاد می‌کنم
1821,پنکه دمنده هاله,پیشنهاد می‌کنم
1822,خیلی خوبه,پیشنهاد می‌کنم
1823,یه کم کوچیکه,پیشنهاد می‌کنم
1824,كم جا و طراحي خوب,پیشنهاد می‌کنم
1825,مناسب,پیشنهاد می‌کنم
1826,ساده ولی باکیفیت,مطمئن نیستم
1827,پنکه ی خوبیه,پیشنهاد می‌کنم
1828,به نسبت راضی بودم ولی چون رومیزیه ممکنه صداش ازاردهنده باشه,مطمئن نیستم
1829,پنکه دمنده,مطمئن نیستم
1830,پنکه رومیزی,پیشنهاد نمی‌کنم
1831,پنکه,پیشنهاد می‌کنم
1832,وقتی گرم میشود خاموش میشود,مطمئن نیستم
1833,خوب از خریدم راضی هستم,پیشنهاد می‌کنم
1834,به نسبت قیمت خیلی خوبه,پیشنهاد می‌کنم
1835,من هر سه سایز این پنکه رو خریدم سایز ۲۰ برای میز کار و اتاق خواب کاملا بی صداست البته با فرض اینکه روی دور کند باشه و دور کندش تا حدود یک و نیم متر رو جواب میده مثلا روی دراور یا میز پاتختی باشه ولی اگر فاصله بیشتره دور تندش پرصداست و سایز بزرگنر ۲۵ بخرید که دور کندش کم صداتره و میتونه اون فاصله رو پوشش بده. سایز ۳۰ فقط مناسب تهویه و گردش هوای اتاقه و دور کندش هم به شدت پر صداست,پیشنهاد می‌کنم
1836,پنکه,پیشنهاد می‌کنم
1837,کم صدا و کاربردی,پیشنهاد می‌کنم
1838,عالی برای مکان های کوچک,پیشنهاد می‌کنم
1839,عالی,پیشنهاد می‌کنم
1840,از آنجا که این وسیله بر خلاف فن های ثابت که برای آشپزخانه یا سرویس ها استفاده میشود ، با تغییراتی مانند پایه و ،،،به پنکه رو میزی تغییر کاربری داده شده است ، بایستی در استحکام آن بیشتر توجه صورت گیرد ، تا در صورت افتادن یا اصابت اشیا براحتی نشکند ،،، در کل تغییر جالب و قابل تقدیر دارد,پیشنهاد می‌کنم
1841,خوب فقط درجه برعکس,پیشنهاد می‌کنم
1842,عالی بود,پیشنهاد می‌کنم
1843,عالی,پیشنهاد می‌کنم
1844,پنکه,پیشنهاد می‌کنم
1845,ساخت ایرانه وشبیه یه فن تهویه است که ثابته و کلید ۳ حالته داره کلا خوبه ولی میتونست طراحی شیکتری داشته باشه مثلا دستگیره حمل و جای سیم واگه چرخش وریموت هم داشت عالی میشد طراحان عزیز یکمم از خارجیا یاد بگیرید,پیشنهاد می‌کنم
1846,اضافه کردن دو قطعه کاربردی,پیشنهاد می‌کنم
1847,خیلی خوبه,پیشنهاد می‌کنم
1848,بسته بندی افتضاح,پیشنهاد نمی‌کنم
1849,خوبه توصیه میکنم,پیشنهاد می‌کنم
1850,عالی,پیشنهاد می‌کنم
1851,نسبت به اندازه‌ش خنک کنندگی خوبی داره و من شب ها روشن می‌ذارمش و با اینکه یک ساله دارمش اما مشکلی براش به وجود نیومده. نسبت به قیمتش عالیه.,پیشنهاد می‌کنم
1852,عالی,پیشنهاد می‌کنم
1853,پنکه دمنده,پیشنهاد می‌کنم
1854,نسبت به قیمتش کارکرد موثری داره و از کیفیت قابل قبولی برخورداره,پیشنهاد می‌کنم
1855,بی نظیره,پیشنهاد می‌کنم
1856,نخرید نخرید نخریددوبار5دقیقه کار کرد سوخت نخرید,پیشنهاد نمی‌کنم
1857,عالیه,پیشنهاد می‌کنم
1858,دیروز به دستم رسید و از امروز آوردمش سر کار و روی میز گذاشتم دور کندش به نظر من برای استفاده روتین کافیه پرتاب بادش عالیه تقریبا بی صدا طراحی خوب و اندازه مناسب و در مجموع واقعا بههمه کسایی که دنبال یه پنکه رومیزی هستن پیشنهاد میکنم,پیشنهاد می‌کنم
1859,دمنده,پیشنهاد می‌کنم
1860,کاربردی,کم صدا
1861,عالیه,پیشنهاد می‌کنم
1862,نقص فنی,پیشنهاد نمی‌کنم
1863,خیلی خوب بود,پیشنهاد می‌کنم
1864,خوبه راضیم,پیشنهاد می‌کنم
1865,با کیفیت,پیشنهاد می‌کنم
1866,کیفیت خوب و تقریبا بی صدا,پیشنهاد می‌کنم
1867,پنکه رومیزی خوبیه ، تابحال دو عدد از این پنکه را برای خود و دیگران سفارش دادم ، برخلاف ظاهرش از قدرت خنک کنندگی خوبی برخورداره . تنها ایرادش اینه که به صورت ثابته و چرخشی نیست.,پیشنهاد می‌کنم
1868,کالای دریافت شده دچار اشکال میباشد.,مطمئن نیستم
1869,برای فضای کوچک بسیار مناسب است کاش چرخشی بود,پیشنهاد می‌کنم
1870,با توجه به پول پرداخت کیفیت خوبی داره و کارایی قابل قبول,کیفیت خوب
1871,هاله,پیشنهاد می‌کنم
1872,برای آشپزخانه خرید م,پیشنهاد می‌کنم
1873,پنکه خوبیه برای فضای یه اتاق کافیه,پیشنهاد می‌کنم
1874,به نظر من عالیه هم کم صداست هم باد خوبی داره به نسبت جثه اش,پیشنهاد می‌کنم
1875,کارآمد و کوچک,پیشنهاد می‌کنم
1876,پنکه دمنده,پیشنهاد می‌کنم
1877,پنکه رومیزی,پیشنهاد می‌کنم
1878,پنکه رو میزی,پیشنهاد می‌کنم
1879,خوب بود,پیشنهاد می‌کنم
1880,کیفیت خوب و ظاهر خوب داره و کیفیت قابل قبول داره. هرچند قیمت رو هر روز بالا برده اند.,پیشنهاد می‌کنم
1881,کم صدا,پیشنهاد می‌کنم
1882,خوب و کم صدا,پیشنهاد می‌کنم
1883,خیلی ممنون عالی بود,پیشنهاد می‌کنم
1884,پنکه رومیزی مدل Hale,پیشنهاد نمی‌کنم
1885,خوب بود,پیشنهاد می‌کنم
1886,راضی ام ازش,پیشنهاد می‌کنم
1887,خوبه واقعا,پیشنهاد می‌کنم
1888,پنکه رومیزی,پیشنهاد می‌کنم
1889,سبک و جمع و جوره. پرتاب باد خوبی داره. برای استفاده داخل اتاق مناسبه. من ازش راضی هستم کاملا.,پیشنهاد می‌کنم
1890,خدارو شکر سالم به دستم رسید و بی صدا هم بود امیدوارم خوب کار کنه,پیشنهاد می‌کنم
1891,یک مصرف کننده‌ی کالا های ایرانی عالی,صدا ی کم
1892,خیلی خوب بود,پیشنهاد می‌کنم
1893,خراب خراب خراب,پیشنهاد نمی‌کنم
1894,کیفیت ش خوبه,پیشنهاد می‌کنم
1895,راضیم,پیشنهاد می‌کنم
1896,خیلی خوبه,پیشنهاد می‌کنم
1897,عالی,پیشنهاد می‌کنم
1898,عالی,دقیق و مناسب
1899,یخ زدم,پیشنهاد می‌کنم
1900,خوب و عالی کمی سایزش کوچیکه ولی سرعت باد قابل قبول داره,پیشنهاد می‌کنم
1901,عالی,جمع وجور بودن
1902,فوق العاده,پیشنهاد می‌کنم
1903,خیلی کاربردی نیست,مطمئن نیستم
1904,کیفیت خوبی داره,پیشنهاد می‌کنم
1905,برای یک اتاق کوچک خیلی خوبه,پیشنهاد می‌کنم
1906,همه چی عالی,پیشنهاد می‌کنم
1907,کم صدا قدرتمند، عالیه,پیشنهاد می‌کنم
1908,پنکه رومیزی,پیشنهاد می‌کنم
1909,گرونه,پیشنهاد می‌کنم
1910,بستگی به توقعتون داره,خنکی قابل قبول برای روی میز
1911,واقعا عالي و کم صدا بود .ابعاد مناسبی دارد .,پیشنهاد می‌کنم
1912,کیفیت قابل قبول,پیشنهاد می‌کنم
1913,خوب,پیشنهاد می‌کنم
1914,عالی,پیشنهاد می‌کنم
1915,پنکه رومیزی دمنده مدل Haleh,پیشنهاد می‌کنم
1916,پنکه ی درجه یک,پیشنهاد می‌کنم
1917,خیلی عالیه ومن ازخریدم راضیم,پیشنهاد می‌کنم
1918,کیفیتش خوبه کارکرد بدون سر و صدا,پیشنهاد می‌کنم
